SENW_PROPOSITION,27,$thingWithRandomArticle $eventualAdverb $thingVerbAndEnding $eventualPostfixedAdverb
SENW_PROPOSITION,5,$thingAtomRandom and $thingAtomRandom  $eventualAdverb $thingVerbAndEnding $eventualPostfixedAdverb
SENW_PROPOSITION,3,$thingAtom, $thingAtom and $thingAtom $eventualAdverb $thingVerbAndEndingPlural $eventualPostfixedAdverb
SENW_PROPOSITION,1,there can be no $growthAtom until we can achieve $addIndefiniteArticleGrowth
SENW_PROPOSITION,1,$thing is all about $thingRandom
SENW_PROPOSITION,1,there is no alternative to $thingAtomRandom
SENW_PROPOSITION,1,the key to $thingAtom is $thingAtom
SENW_PROPOSITION,1,opting out of $thing is not a choice
SENW_PROPOSITION,1,$addIndefiniteArticle goes hand-in-hand with $addIndefiniteArticle
SENW_PROPOSITION,1,the $person will be well equipped to $personInfinitiveVerbAndEnding
SENW_PROPOSITION,1,$thingAtom is a matter of speed of action
SENW_PROPOSITION,1,$thingAtom won't happen without $thingAtomRandom,
SENW_PROPOSITION,1,$thingWithRandomArticle will be best positioned to $personInfinitiveVerbAndEnding
SENW_PROPOSITION,1,$thingAtom in the digital age calls for $thingAtomRandom
SENW_PROPOSITION,1,$thingAtom moves the company up the value chain
SENW_PROPOSITION,1,$thingAtom requires that we all pull in the same direction
SENW_ADD_RANDOM_ARTICLE,150,
SENW_ADD_RANDOM_ARTICLE,20,the %s
SENW_ADD_RANDOM_ARTICLE,40,our %s
SENW_ADD_RANDOM_ARTICLE,1,the 'why' behind %s
SENW_THING,66,$thingAtom
SENW_THING,10,$thingAdjective, $thingAdjective $thingAtom
SENW_THING,5,$thingAdjective $thingAtom
SENW_THING,65,$thingAdjective and $thingAdjective $thingAtom
SENW_THING,2,$thingAdjective and/or $thingAdjective $thingAtom
SENW_THING,2,$growth
SENW_THING,6,$thingAdjective, $thingAdjective and $thingAdjective $thingAtom
SENW_THING,4,$thingAdjective $thingAtom
SENW_THING_ATOM,198,
SENW_THING_ATOM,270,$thingInner
SENW_THING_ATOM,1,Quality Research
SENW_THING_ATOM,1,Customer Experience
SENW_THING_ATOM,1,Customer Experience Management
SENW_THING_ATOM,1,$timelessEvent
SENW_THING_INNER,68,
SENW_THING_INNER,194,$matrixOrSO
SENW_THING_INNER,1,Management Information System
SENW_THING_INNER,1,Management Information System
SENW_THING_INNER,1,Quality Management System
SENW_THING_INNER,1,Control Information System
SENW_THING_INNER,1,Strategic Management System
SENW_THING_INNER,1,Business Model Innovation
SENW_THING_INNER,1,leadership development system
SENW_THING_PLURAL,66,$thingAtomPlural
SENW_THING_PLURAL,10,$thingAdjective, $thingAdjective $thingAtomPlural
SENW_THING_PLURAL,5,$thingAdjective $thingAtomPlural
SENW_THING_PLURAL,65,$thingAdjective and $thingAdjective $thingAtomPlural
SENW_THING_PLURAL,2,$thingAdjective and/or $thingAdjective $thingAtomPlural
SENW_THING_PLURAL,2,$growth
SENW_THING_PLURAL,6,$thingAdjective, $thingAdjective and $thingAdjective $thingAtomPlural
SENW_THING_PLURAL,4,$thingAdjective $thingAtomPlural
SENW_THING_VERB_ENDING,5,
SENW_THING_VERB_ENDING,50,$thingVerbHavingThingComplement $thingWithRandomArticleRandom
SENW_THING_VERB_ENDING,25,$personVerbHavingPersonComplement the $person
SENW_THING_VERB_ENDING,25,$personVerbHavingPersonComplement the $personPlural
SENW_THING_VERB_ENDING_PLURAL,5,
SENW_THING_VERB_ENDING_PLURAL,50,$thingVerbHavingThingComplementPlural $thingWithRandomArticleRandom
SENW_THING_VERB_ENDING_PLURAL,25,$personVerbHavingPersonComplementPlural the $person
SENW_THING_VERB_ENDING_PLURAL,25,$personVerbHavingPersonComplementPlural the $personPlural
WORD_ADVERB_EVENTUAL,1,interactively
WORD_ADVERB_EVENTUAL,1,credibly
WORD_ADVERB_EVENTUAL,1,quickly
WORD_ADVERB_EVENTUAL,1,proactively
WORD_ADVERB_EVENTUAL,1,200%
WORD_ADVERB_EVENTUAL,1,24/7
WORD_ADVERB_EVENTUAL,1,globally
WORD_ADVERB_EVENTUAL,1,culturally
WORD_ADVERB_EVENTUAL,1,technically
WORD_ADVERB_EVENTUAL,1,strategically
WORD_ADVERB_EVENTUAL,1,swiftly
WORD_ADVERB_EVENTUAL,1,cautiously
WORD_ADVERB_EVENTUAL,1,expediently
WORD_ADVERB_EVENTUAL,1,organically
WORD_ADVERB_EVENTUAL,1,carefully
WORD_ADVERB_EVENTUAL,1,significantly
WORD_ADVERB_EVENTUAL,1,conservatively
WORD_ADVERB_EVENTUAL,1,adequately
WORD_ADVERB_EVENTUAL,1,genuinely
WORD_ADVERB_EVENTUAL,1,efficiently
WORD_ADVERB_EVENTUAL,1,seamlessly
WORD_ADVERB_EVENTUAL,1,consistently
WORD_ADVERB_EVENTUAL,1,diligently
WORD_ADVERB_EVENTUAL,1,dramatically
WORD_ADVERB_EVENTUAL,1,straightforwardly
WORD_ADVERB_EVENTUAL,1,differentially
WORD_ADVERB_EVENTUAL,1,gradually
WORD_ADVERB_EVENTUAL,1,aggressively
WORD_ADVERB_EVENTUAL,1,cost-effectively
WORD_ADVERB_EVENTUAL,1,proactively
WORD_ADVERB_EVENTUAL,1,inherently
WORD_ADVERB_EVENTUAL,1,directionally
WORD_ADVERB_EVENTUAL_POSTFIXED,1,going forward
WORD_ADVERB_EVENTUAL_POSTFIXED,1,within the industry
WORD_ADVERB_EVENTUAL_POSTFIXED,1,across the board
WORD_ADVERB_EVENTUAL_POSTFIXED,1,in this space
WORD_ADVERB_EVENTUAL_POSTFIXED,1,from the get-go
WORD_ADVERB_EVENTUAL_POSTFIXED,1,at the end of the day
WORD_ADVERB_EVENTUAL_POSTFIXED,1,throughout the organization
WORD_ADVERB_EVENTUAL_POSTFIXED,1,as part of the plan
WORD_ADVERB_EVENTUAL_POSTFIXED,1,by thinking outside of the box
WORD_ADVERB_EVENTUAL_POSTFIXED,1,ahead of schedule
WORD_ADVERB_EVENTUAL_POSTFIXED,1,, relative to our peers
WORD_ADVERB_EVENTUAL_POSTFIXED,1,on a transitional basis
WORD_ADVERB_EVENTUAL_POSTFIXED,1,by expanding boundaries
WORD_ADVERB_EVENTUAL_POSTFIXED,1,by nurturing talent
WORD_ADVERB_EVENTUAL_POSTFIXED,1,, as a Tier 1 company
WORD_ADVERB_EVENTUAL_POSTFIXED,1,up-front
WORD_ADVERB_EVENTUAL_POSTFIXED,1,on-the-fly
WORD_ADVERB_EVENTUAL_POSTFIXED,1,across our portfolio
WORD_ADVERB_EVENTUAL_POSTFIXED,1,50/50
WORD_ADVERB_EVENTUAL_POSTFIXED,1,in the marketplace
WORD_ADVERB_EVENTUAL_POSTFIXED,1,by thinking and acting beyond boundaries
WORD_ADVERB_EVENTUAL_POSTFIXED,1,at the individual, team and organizational level
WORD_ADVERB_EVENTUAL_POSTFIXED,1,over the long term
WORD_ADVERB_EVENTUAL_POSTFIXED,1,across geographies
WORD_ADVERB_EVENTUAL_POSTFIXED,1,in the core
WORD_ADVERB_EVENTUAL_POSTFIXED,1,across industry sectors
WORD_ADVERB_EVENTUAL_POSTFIXED,1,across the wider Group
WORD_ADVERB_EVENTUAL_POSTFIXED,1,by levelling the playing field
WORD_ADVERB_EVENTUAL_POSTFIXED,1,on a day-to-day basis
WORD_ADVERB_EVENTUAL_POSTFIXED,1,across boundaries
WORD_ADVERB_EVENTUAL_POSTFIXED,1,within the community
WORD_ADVERB_EVENTUAL_POSTFIXED,1,from within the data
WORD_ADVERB_EVENTUAL_POSTFIXED,1,round-the-clock
WORD_ADVERB_EVENTUAL_POSTFIXED,1,moving forward
WORD_ADVERB_EVENTUAL_POSTFIXED,1,downstream
WORD_ADVERB_EVENTUAL_POSTFIXED,1,down the chain
WORD_ADVERB_EVENTUAL_POSTFIXED,1,in the space
WORD_ADVERB_EVENTUAL_POSTFIXED,1,across the entire spectrum
WORD_BAD_THINGS,1,issues
WORD_BAD_THINGS,1,intricacies
WORD_BAD_THINGS,1,organizational diseconomies
WORD_BAD_THINGS,1,black swans
WORD_BAD_THINGS,1,challenging market conditions
WORD_BAD_THINGS,1,inefficiencies
WORD_BAD_THINGS,1,overlaps
WORD_BAD_THINGS,1,known unknowns
WORD_BAD_THINGS,1,unknown unknowns
WORD_BAD_THINGS,1,soft cycle issues
WORD_BAD_THINGS,1,obstacles
WORD_BAD_THINGS,1,surprises
WORD_BAD_THINGS,1,weaknesses
WORD_BAD_THINGS,1,threats
WORD_BAD_THINGS,1,barriers to success
WORD_BAD_THINGS,1,barriers
WORD_BAD_THINGS,1,barriers to growth
WORD_BAD_THINGS,1,problems
WORD_BAD_THINGS,1,uncertainties
WORD_BAD_THINGS,1,unfavorable developments
WORD_BAD_THINGS,1,consumer/agent disconnects
WORD_BAD_THINGS,1,underperforming areas
WORD_BAD_THINGS,1,information overloads
WORD_BAD_THINGS,1,concerns
WORD_BAD_THINGS,1,shortfalls
WORD_BAD_THINGS,1,limitations
WORD_BAD_THINGS,1,downtimes
WORD_BAD_THINGS,1,headwinds
WORD_BAD_THINGS,1,subpar returns
WORD_BAD_THINGS,1,gaps
WORD_BAD_THINGS,1,market gaps
WORD_BAD_THINGS,1,capability gaps
WORD_BAD_THINGS,1,constraints
WORD_BAD_THINGS,1,problems/difficulties
WORD_BAD_THINGS,1,bottlenecks
WORD_BAD_THINGS,1,misunderstandings
WORD_BAD_THINGS,1,dilemmas
WORD_BAD_THINGS,1,interdependencies
WORD_BAD_THINGS,1,discontinuities
WORD_BAD_THINGS,1,hiccups
WORD_BAD_THINGS,1,vulnerabilities
WORD_BAD_THINGS,1,negative cash flows
WORD_BAD_THINGS,1,net profit revenue deficiencies
WORD_BAD_THINGS,1,negative contributions to profits
WORD_BAD_THINGS,1,shortcomings
WORD_BAD_THINGS,1,pitfalls
WORD_BAD_THINGS,1,friction
WORD_BAD_THINGS,1,red flags
WORD_BAD_THINGS,1,roadblocks
WORD_BAD_THINGS,1,decision-making biases
WORD_BOSS_DEPARTMENT,1,Human Resources
WORD_BOSS_DEPARTMENT,1,Controlling
WORD_BOSS_DEPARTMENT,1,Internal Audit
WORD_BOSS_DEPARTMENT,1,Legal
WORD_BOSS_DEPARTMENT,1,Operations
WORD_BOSS_DEPARTMENT,1,Management Office
WORD_BOSS_DEPARTMENT,1,Customer Relations
WORD_BOSS_DEPARTMENT,1,Client Leadership
WORD_BOSS_DEPARTMENT,1,Client Relationship
WORD_BOSS_DEPARTMENT,1,Business Planning
WORD_BOSS_DEPARTMENT,1,Business Operations
WORD_BOSS_DEPARTMENT,1,IT Strategy
WORD_BOSS_DEPARTMENT,1,IT Operations
WORD_BOSS_DEPARTMENT,1,Marketing
WORD_BOSS_DEPARTMENT,1,Strategic Planning
WORD_BOSS_DEPARTMENT,1,Facilities Management
WORD_BOSS_DEPARTMENT,1,Innovation
WORD_BOSS_DEPARTMENT,1,Identity
WORD_BOSS_DEPARTMENT,1,Branding
WORD_BOSS_DEPARTMENT,1,Diversity and Inclusion
WORD_BOSS_DEPARTMENT,1,Media Relations
WORD_BOSS_DEPARTMENT,1,Value Added Services
WORD_BOSS_DEPARTMENT,1,Technology
WORD_BOSS_DEPARTMENT,1,Campaigning
WORD_BOSS_DEPARTMENT,1,Digital Marketing
WORD_BOSS_DEPARTMENT,1,Digital Transformation Office
WORD_BOSS_DEPARTMENT,1,Communications
WORD_BOSS_DEPARTMENT,1,Architecture
WORD_BOSS_DEPARTMENT,1,Data & Analytics
WORD_BOSS_DEPARTMENT,1,Compliance
WORD_BOSS_DEPARTMENT,1,Research & Development
WORD_BOSS_DEPARTMENT,1,Networking Enhancement
WORD_BOSS_DEPARTMENT,1,Innovative Strategies
WORD_BOSS_DEPARTMENT,1,Global Innovation Insight
WORD_BOSS_DEPARTMENT,1,Transition Transformation
WORD_BOSS_DEPARTMENT,1,Change Management
WORD_BOSS_DEPARTMENT,1,Global Strategy
WORD_BOSS_DEPARTMENT,1,Creativity and Innovation
WORD_BOSS_DEPARTMENT,1,Information Security
WORD_BOSS_DEPARTMENT,1,Corporate Planning
WORD_BOSS_DEPARTMENT,1,Enterprise Customer Experience
WORD_BOSS_DEPARTMENT,1,Growth Initiatives
WORD_BOSS_DEPARTMENT,1,Finance
WORD_BOSS_DEPARTMENT,1,AI Strategy
WORD_FAUKON,1,we need to
WORD_FAUKON,1,we've got to
WORD_FAUKON,1,the reporting unit should
WORD_FAUKON,1,controlling should
WORD_FAUKON,1,pursuing this route will enable us to
WORD_FAUKON,1,we will go the extra mile to
WORD_FAUKON,1,we are working hard to
WORD_FAUKON,1,we continue to work tirelessly and diligently to
WORD_FAUKON,1,we will execute to
WORD_FAUKON,1,we will sharpen our business models to
WORD_FAUKON,1,to continue our growth, we must
WORD_FAUKON,1,we are going to
WORD_FAUKON,1,we look forward to working together to
WORD_FAUKON,1,in order to improve, you need to
WORD_FAUKON,1,trending your numbers should
WORD_GROWTH_ATOM,1,growth
WORD_GROWTH_ATOM,1,improvement
WORD_GROWTH_ATOM,1,throughput increase
WORD_GROWTH_ATOM,1,efficiency gain
WORD_GROWTH_ATOM,1,yield enhancement
WORD_GROWTH_ATOM,1,expansion
WORD_GROWTH_ATOM,1,productivity improvement
WORD_GROWTH_ATOM,1,gain in task efficiency
WORD_GROWTH_ATOM,1,shift in value
WORD_GROWTH_ATOM,1,increase in margins
WORD_GROWTH_ATOM,1,cost reduction
WORD_GROWTH_ATOM,1,cost effectiveness
WORD_GROWTH_ATOM,1,level of change
WORD_GROWTH_ATOM,1,revenue growth
WORD_GROWTH_ATOM,1,profits growth
WORD_GROWTH_ATOM,1,growth momentum
WORD_GROWTH_ATOM,1,increase in sales
WORD_GROWTH_ATOM,1,run-rate efficiency
WORD_GROWTH,1,organic
WORD_GROWTH,1,double-digit
WORD_GROWTH,1,upper single-digit
WORD_GROWTH,1,breakout
WORD_GROWTH,1,unprecedented
WORD_GROWTH,1,unparallelled
WORD_GROWTH,1,proven
WORD_GROWTH,1,measured
WORD_GROWTH,1,sustained
WORD_GROWTH,1,sustainable
WORD_GROWTH,1,robust
WORD_GROWTH,1,solid
WORD_GROWTH,1,rock-solid
WORD_GROWTH,1,healthy
WORD_GROWTH,1,incremental
WORD_GROWTH,1,significant
WORD_GROWTH,1,recurring
WORD_GROWTH,1,sizeable
WORD_GROWTH,1,rapid
WORD_GROWTH,1,breakneck
WORD_GROWTH,1,profitable
WORD_GROWTH,1,disciplined
WORD_GROWTH,1,accelerated
WORD_GROWTH,1,impressive
WORD_GROWTH,1,superior
WORD_GROWTH,1,attractive-enough
WORD_GROWTH,1,continual
WORD_GROWTH,1,above-potential
WORD_GROWTH,1,better-than-average
WORD_GROWTH,1,exponential
WORD_GROWTH,1,long-term
WORD_GROWTH,1,future
WORD_PERSON,1,steering committee
WORD_PERSON,1,group
WORD_PERSON,1,project manager
WORD_PERSON,1,community
WORD_PERSON,1,sales manager
WORD_PERSON,1,enabler
WORD_PERSON,1,powerful champion
WORD_PERSON,1,thought leader
WORD_PERSON,1,gatekeeper
WORD_PERSON,1,resource
WORD_PERSON,1,senior support staff
WORD_PERSON,1,brand manager
WORD_PERSON,1,category manager
WORD_PERSON,1,account executive
WORD_PERSON,1,project leader
WORD_PERSON,1,product manager
WORD_PERSON,1,naming committee
WORD_PERSON,1,executive committee
WORD_PERSON,1,white-collar workforce
WORD_PERSON,1,innovator
WORD_PERSON,1,game changer
WORD_PERSON,1,visionary
WORD_PERSON,1,market thinker
WORD_PERSON,1,network
WORD_PERSON,1,initiator
WORD_PERSON,1,change agent
WORD_PERSON,1,rockstar
WORD_PERSON,1,facilitator
WORD_PERSON,1,disruptor
WORD_PERSON,1,challenger
WORD_PERSON,1,six-sigma black belt
WORD_PERSON_INNER_HAVING_THING_COMPLEMENT,1,manage
WORD_PERSON_INNER_HAVING_THING_COMPLEMENT,1,target
WORD_PERSON_INNER_HAVING_THING_COMPLEMENT,1,streamline
WORD_PERSON_INNER_HAVING_THING_COMPLEMENT,1,improve
WORD_PERSON_INNER_HAVING_THING_COMPLEMENT,1,optimize
WORD_PERSON_INNER_HAVING_THING_COMPLEMENT,1,achieve
WORD_PERSON_INNER_HAVING_THING_COMPLEMENT,1,secure
WORD_PERSON_INNER_HAVING_THING_COMPLEMENT,1,address
WORD_PERSON_INNER_HAVING_THING_COMPLEMENT,1,boost
WORD_PERSON_INNER_HAVING_THING_COMPLEMENT,1,deploy
WORD_PERSON_INNER_HAVING_THING_COMPLEMENT,1,innovate
WORD_PERSON_INNER_HAVING_THING_COMPLEMENT,1,right-scale
WORD_PERSON_INNER_HAVING_THING_COMPLEMENT,1,formulate
WORD_PERSON_INNER_HAVING_THING_COMPLEMENT,1,transition
WORD_PERSON_INNER_HAVING_THING_COMPLEMENT,1,leverage
WORD_PERSON_INNER_HAVING_THING_COMPLEMENT,1,focus on
WORD_PERSON_INNER_HAVING_THING_COMPLEMENT,1,synergize
WORD_PERSON_INNER_HAVING_THING_COMPLEMENT,1,generate
WORD_PERSON_INNER_HAVING_THING_COMPLEMENT,1,analyse
WORD_PERSON_INNER_HAVING_THING_COMPLEMENT,1,integrate
WORD_PERSON_INNER_HAVING_THING_COMPLEMENT,1,empower
WORD_PERSON_INNER_HAVING_THING_COMPLEMENT,1,benchmark
WORD_PERSON_INNER_HAVING_THING_COMPLEMENT,1,learn
WORD_PERSON_INNER_HAVING_THING_COMPLEMENT,1,adapt
WORD_PERSON_INNER_HAVING_THING_COMPLEMENT,1,enable
WORD_PERSON_INNER_HAVING_THING_COMPLEMENT,1,strategize
WORD_PERSON_INNER_HAVING_THING_COMPLEMENT,1,prioritize
WORD_PERSON_INNER_HAVING_THING_COMPLEMENT,1,pre-prepare
WORD_PERSON_INNER_HAVING_THING_COMPLEMENT,1,deliver
WORD_PERSON_INNER_HAVING_THING_COMPLEMENT,1,champion
WORD_PERSON_INNER_HAVING_THING_COMPLEMENT,1,embrace
WORD_PERSON_INNER_HAVING_THING_COMPLEMENT,1,enhance
WORD_PERSON_INNER_HAVING_THING_COMPLEMENT,1,engineer
WORD_PERSON_INNER_HAVING_THING_COMPLEMENT,1,envision
WORD_PERSON_INNER_HAVING_THING_COMPLEMENT,1,incentivize
WORD_PERSON_INNER_HAVING_THING_COMPLEMENT,1,maximize
